model_key,category,question,composed_question,expected_answer,predicted_answer,retrieved_sources,generation_time_s,curso,codigo,error
deepseek-r1-14b-4bit,open_ended,¿Qué capacidades desarrolla el estudiante respecto al diagnóstico de software?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué capacidades desarrolla el estudiante respecto al diagnóstico de software?

Da una respuesta completa y explicativa.",La capacidad de desarrollar soluciones para el descubrimiento de conocimiento y análisis de amenazas mediante herramientas de análisis de datos.,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, el estudiante desarrolla las siguientes capacidades relacionadas con el diagnóstico de software:

1. **Detección de Anomalías**: El estudiante aprende a identificar conductas fraudulentas y comportamientos anómalos en bitácoras de sistemas utilizando modelos de aprendizaje automático. Esto incluye la detección de amenazas y actividades sospechadas en el software.

2. **Perfilación de Comportamiento**: Se construyen perfiles de comportamiento de personas y software respetando la privacidad, lo que permite la optimización de controles de seguridad y la detección de patrones anómalos.

3. **Minería de Datos en Tiempo Real (Data Stream Mining)**: El estudiante adquiere habilidades para analizar datos en tiempo real, lo que facilita la rápida identificación de amenazas y el diagnóstico de software en tiempo real.

4. **Procesamiento de Datos Distribuidos**: A través del uso de herramientas como Map-Reduce, HADOOP y Spark, el estudiante aprende a manejar grandes volúmenes de datos distribuidos, lo que es esencial para el diagnóstico de software en entornos complejos.

5. **Ingeniería Inversa Automatizada",MC1001-Análisis de datos en ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt,8.38,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿En qué consiste la metodología de evaluación práctica del curso?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿En qué consiste la metodología de evaluación práctica del curso?

Da una respuesta completa y explicativa.",Se basa principalmente en laboratorios (75% de la nota) y la resolución de casos de estudio (20%).,"La metodología de evaluación práctica del curso ""Análisis de Datos en Ciberseguridad"" de la Maestría en Ciberseguridad consiste en tres componentes principales:

1. **Pruebas Cortas o Comprobaciones de Lectura**: Representan el 40% de la calificación. Estas pruebas sirven para evaluar la comprensión inmediata de los conceptos teóricos abordados en clase, asegurando que los estudiantes asimilen la materia de manera constante y efectiva.

2. **Investigación Bibliográfica**: Constituye el 20% de la calificación. Este componente implica una investigación en profundidad sobre las tendencias en políticas y gobernanza de la ciberseguridad, permitiendo a los estudiantes adquirir un conocimiento más amplio y actualizado del campo.

3. **Estudio de Casos**: Representan el 40% de la calificación. A través de la resolución de casos prácticos en escenarios de gestión de procesos de TI, los estudiantes aplican los conceptos teóricos aprendidos en clase a situaciones reales, lo que fomenta una integración entre lo teórico y lo práctico.

Esta metodología no solo evalúa el conocimiento teórico de los estudiantes, sino que también promueve su capacidad para resolver problemas complejos en el",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC3010-Cibercrimen.txt;MC3010-Cibercrimen.txt,8.32,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Qué técnicas de minería de datos se aplican específicamente para el procesamiento en tiempo real?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué técnicas de minería de datos se aplican específicamente para el procesamiento en tiempo real?

Da una respuesta completa y explicativa.","Se estudian los filtros de Bloom, hashes localmente sensibles y árboles de Hoeffding.","En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, las técnicas de minería de datos aplicadas específicamente para el procesamiento en tiempo real son:

1. **Identificación de Información Relevante**: Se enfocan en extraer datos significativos de streams en tiempo real para detectar patrones o anomalías.

2. **Filtros de Bloom**: Utilizados para reducir el tamaño de los datos y acelerar la búsqueda, optimizando el procesamiento de streams.

3. **Hashes Localmente Sensibles (LSH)**: Sirven para aproximar similitudes entre datos en tiempo real, facilitando la detención de outliers.

4. **Árboles de Hoeffding**: Son estructuras de datos que permiten construir árboles de decisión en tiempo real, capaces de adaptarse a datos fluyentes y detectar cambios.

Estas técnicas se integran para analizar datos en tiempo real, apoyando en la detección de amenazas y anomalías en ciberseguridad.",MC1001-Análisis de datos en ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt,6.78,Análisis de Datos en Ciberseguridad,MC1001,
deepseek-r1-14b-4bit,open_ended,¿Qué rol desempeña la criptografía en la infraestructura de Internet actual?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué rol desempeña la criptografía en la infraestructura de Internet actual?

Da una respuesta completa y explicativa.","Actúa como el medio para asegurar la confidencialidad, autenticidad e integridad de las comunicaciones y los datos almacenados.","La criptografía desempeña un papel fundamental en la infraestructura de Internet actual, garantizando la confidencialidad, autenticidad e integridad de las comunicaciones y datos en línea. En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, se estudian tecnologías y algoritmos criptográficos que son esenciales para proteger la información en Internet. Algunos de los roles clave de la criptografía en la infraestructura de Internet incluyen:

1. **Confidencialidad**: Los sistemas de encriptación aseguran que solo los destinatarios autorizados puedan leer los datos, protegiendo información sensible de accesos no autorizados.

2. **Autenticidad**: Los protocolos criptográficos, como el cifrado asimétrico y las firmas digitales, permiten verificar la identidad de los envíos, asegurando que los mensajes provengan de fuentes confiables.

3. **Integridad**: Las funciones de hash y los mecanismos de autenticación de integridad aseguran que los datos no han sido alterados durante su transmisión.

4. **Seguridad de las comunicaciones**: Protocolos como TLS/SSL dependen de la criptografía para proteger las conexiones en línea, evitando la interceptación y manipulación de datos.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt,8.43,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Qué aspectos avanzados de la matemática se exploran para entender los cifrados modernos?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué aspectos avanzados de la matemática se exploran para entender los cifrados modernos?

Da una respuesta completa y explicativa.","El estudio de curvas elípticas, ataques diferenciales y lineales, y el protocolo Diffie-Hellman.","En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, se exploran aspectos avanzados de la matemática que son fundamentales para entender los cifrados modernos. Estos aspectos incluyen:

1. **Teoría de Números**: Se estudian conceptos como los números primos, la factorización de números grandes y las propiedades de los módulos, que son esenciales para comprender los algoritmos de encriptación como RSA.

2. **Álgebra**: Se abordan temas relacionados con los campos finitos y las estructuras algebraicas, que son cruciales para los sistemas de encriptación basados en cuerpos finitos, como AES.

3. **Geometría Algebraica**: Se introduce la teoría de curvas elípticas, que forma la base de los sistemas de encriptación de clave pública de seguridad avanzada, como ECC (Elliptic Curve Cryptography).

4. **Teoría de la Información**: Se analiza la teoría de Shannon y la entropía, que son fundamentales para entender la seguridad de los sistemas de encriptación y la imposibilidad de romper un cifrado perfecto.

5. **Cálculo Matemático**: Se utilizan herramientas de cálculo para analizar la complejidad de los algoritmos y la eficiencia de los",MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC6102-Análisis de Algoritmos.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC7201-Introducción a la Investigación.txt,8.39,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Qué diferencias conceptuales se analizan entre las primitivas de criptografía simétrica y asimétrica?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué diferencias conceptuales se analizan entre las primitivas de criptografía simétrica y asimétrica?

Da una respuesta completa y explicativa.","Se estudia el rol de las funciones hash, las firmas digitales y la infraestructura de llave pública y privada (PKI).","En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, se analizan las siguientes diferencias conceptuales entre las primitivas de criptografía simétrica y asimétrica:

1. **Clave Única vs. Claves Públicas y Privadas**:
   - **Criptografía Simétrica**: Utiliza una sola clave para cifrar y descifrar los datos. Esta clave debe ser compartida entre el emisor y el receptor, lo que puede ser un punto débil si la clave es interceptada.
   - **Criptografía Asimétrica**: Utiliza un par de claves, una pública y otra privada. La clave pública se puede compartir públicamente, mientras que la clave privada debe ser mantenida en secreto por el receptor. Esto permite que cualquier persona pueda cifrar un mensaje con la clave pública, pero solo el poseedor de la clave privada pueda descifrarlo.

2. **Aplicación y Uso**:
   - **Criptografía Simétrica**: Es más rápida y eficiente, por lo que se utiliza en situaciones donde la velocidad es esencial, como en la transmisión de datos en tiempo real.
   - **Criptografía Asimétrica**: Es más lenta但由于 su enfoque en seguridad y autenticidad, se utiliza para proteger la integridad y autenticidad",MC1001-Análisis de datos en ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,8.39,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Sobre qué tendencias futuras en el campo de la seguridad se discute en clase?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Sobre qué tendencias futuras en el campo de la seguridad se discute en clase?

Da una respuesta completa y explicativa.",Sobre los avances y desafíos que presenta la criptografía cuántica.,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, se discute la tendencia futura en el campo de la seguridad relacionada con la criptografía cuántica. Este tema avanza la teoría matemática y las tecnologías de criptografía utilizadas en Internet y las tecnologías de la información para asegurar la confidencialidad, autenticidad y integridad de las comunicaciones y datos. Además, se estudian algoritmos avanzados como AES, Diffie-Hellman, curvas elípticas y protocolos criptográficos, así como las tendencias en la criptografía cuántica, que prometen revolucionar la seguridad en un futuro.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt;MC3010-Cibercrimen.txt,4.92,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Qué elementos históricos sirven de base para comprender la evolución del cifrado?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Qué elementos históricos sirven de base para comprender la evolución del cifrado?

Da una respuesta completa y explicativa.","El estudio del Cifrado César, la máquina Enigma y el cifrado por permutación, entre otros.","En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, los elementos históricos que sirven de base para comprender la evolución del cifrado incluyen:

1. **Introducción al Cifrado César**: Este método antiguo de cifrado, atribuido a Julio César, utiliza un desplazamiento fijo de las letras del alfabeto para enmascarar el mensaje. Es un ejemplo temprano de un sistema de cifrado simple y básico.

2. **Cifrado por Sustitución**: Este método involucra la sustitución de cada letra del alfabeto por otra letra fija. Fue ampliamente utilizado en la antigüedad y se considera uno de los primeros sistemas de cifrado más sofisticados.

3. **Cifrado de Vigenère**: Iniciado en el siglo XVI, este método utiliza un alfabeto polialfabetico para enmascarar el mensaje, lo que lo hace más complejo que el Cifrado César o la sustitución simple.

4. **La Máquina Enigma**: Desarrollada en la década de 1920 y utilizada durante la Segunda Guerra Mundial, la máquina Enigma fue un hito en la historia del cifrado. Su complejidad técnica y su capacidad para generar combinaciones de",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC3001-Seguridad de Software Avanzado.txt,8.4,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Cómo se estructura el sistema de evaluación del aprendizaje en esta materia?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿Cómo se estructura el sistema de evaluación del aprendizaje en esta materia?

Da una respuesta completa y explicativa.","Se compone de tareas para asimilación de materia (50%), laboratorios prácticos (20%) y un examen final (30%).","En el curso ""Seguridad y Criptografía"" de la Maestría en Ciberseguridad, el sistema de evaluación del aprendizaje se estructura de la siguiente manera:

1. **Tareas**: Constituyen el 50% de la calificación. Estas tareas buscan asegurar la asimilación de los conceptos teóricos abordados en clase, permitiendo al estudiante aplicar los conocimientos adquiridos en ejercicios prácticos.

2. **Laboratorios prácticos**: Representan el 30% de la calificación. Los laboratorios están diseñados para que los estudiantes adquieran experiencia práctica en la implementación de algoritmos criptográficos y protocolos de seguridad, lo que fortalece su comprensión de los conceptos teóricos.

3. **Examen final**: Este componente suma el 20% restante de la calificación. El examen final evalúa de manera integral la comprensión y aplicación de los temas tratados durante el curso, asegurando que los estudiantes hayan logrado los objetivos específicos y generales del curso.

Este sistema de evaluación equilibrado busca no solo medir el conocimiento teórico, sino también la capacidad de los estudiantes para aplicar los conceptos en entornos prácticos, fomentando una comprensión integral y una preparación",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt,8.41,Seguridad y Criptografía,MC1003,
deepseek-r1-14b-4bit,open_ended,¿Por qué es fundamental la gestión de procesos ante la vulnerabilidad tecnológica de los negocios?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Por qué es fundamental la gestión de procesos ante la vulnerabilidad tecnológica de los negocios?

Da una respuesta completa y explicativa.","Porque permite minimizar riesgos y amenazas de manera efectiva, asegurando la continuidad del negocio y el ahorro en costos.","En el curso ""Políticas y Gobernanza en Ciberseguridad"" de la Maestría en Ciberseguridad, la gestión de procesos es fundamental ante las vulnerabilidades tecnológicas de los negocios debido a varios motivos:

1. **Identificación de Riesgos**: La gestión de procesos permite la identificación y evaluación de riesgos cibernéticos, lo que es esencial para comprender las amenazas que podrían afectar los sistemas tecnológicos de la organización.

2. **Alineación con la Estrategia**: La gobernanza en ciberseguridad asegura que las políticas y planes estén alineados con la misión y visión de la organización, permitiendo una estrategia integrada que aborda las necesidades de seguridad de la información.

3. **Continuidad del Negocio**: La gestión de procesos incluye la planificación de la continuidad del negocio, lo que asegura que las operaciones críticas puedan恢复 en caso de un incidente cibernético, minimizando el impacto en la actividad empresarial.

4. **Cumplimiento Regulatorio**: La gestión de procesos asegura el cumplimiento de las regulaciones y estándares cibernéticos, evitando sanciones y riesgos legales.

5. **Mejora Continua**: A través de la gestión de proces",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1103-Gerencia de tecnología de información.txt;MC1001-Análisis de datos en ciberseguridad.txt,8.36,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,open_ended,¿Qué áreas de especialización se utilizan como marco de referencia para el conocimiento en este curso?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué áreas de especialización se utilizan como marco de referencia para el conocimiento en este curso?

Da una respuesta completa y explicativa.",El Framework NICE y las áreas de conocimiento en ciberseguridad según la ACM.,"En el curso ""Políticas y Gobernanza en Ciberseguridad"" de la Maestría en Ciberseguridad, las áreas de especialización que se utilizan como marco de referencia para el conocimiento son:

1. **Áreas de Conocimiento en Ciberseguridad según ACM (Asociación de Ciencias Computacionales)**: Esto incluye la adopción de marcos y frameworks reconocidos en la industria para abordar temas de gobernanza y políticas en ciberseguridad.

2. **Áreas de Especialización en Ciberseguridad según el Framework NICE (National Initiative for Cybersecurity Education)**: Este framework proporciona un marco para la educación y capacitación en ciberseguridad, enfocado en habilidades y roles específicos.

Estas áreas de especialización se integran en el curso para proporcionar una base sólida y un enfoque estructurado en la gestión y políticas de ciberseguridad, asegurando que los estudiantes adquieran conocimientos y habilidades relevantes para la gobernanza y la seguridad de la información.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt,6.97,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,open_ended,¿Cómo se aborda el diagnóstico del riesgo organizacional en este programa?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cómo se aborda el diagnóstico del riesgo organizacional en este programa?

Da una respuesta completa y explicativa.",Mediante el uso de métricas de seguridad para la toma de decisiones estratégicas y modelos de evaluación de riesgo.,"En el curso ""Políticas y Gobernanza en Ciberseguridad"" de la Maestría en Ciberseguridad, el diagnóstico del riesgo organizacional se aborda de manera integral y estructurada. Esto se logra a través de los siguientes componentes:

1. **Identificación de Riesgos**: Los estudiantes aprenden a identificar los riesgos cibernéticos que pueden afectar a la organización, considerando factores como amenazas internas y externas, vulnerabilidades en los sistemas informáticos y el impacto en la continuidad del negocio.

2. **Modelos y Metodologías**: Se utilizan modelos y metodologías avanzadas para evaluar y medir el riesgo, como las metodologías del Framework NICE y el estándar ISO/IEC 27001, lo que permite una evaluación precisa y estructurada.

3. **Análisis y Aseguramiento del Riesgo**: Se enfatiza en el análisis de los riesgos identificados, priorizando y sintetizando los mismos para determinar las estrategias de mitigación más efectivas.

4. **Control de Riesgo**: Los estudiantes aprenden a implementar controles adecuados para mitigar los riesgos identificados, asegurando la confidencialidad, integridad y disponibilidad de los datos.

5.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,8.42,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,open_ended,"¿Qué importancia tiene el principio de ""Seguridad por diseño"" en el ciclo de vida del software?","En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué importancia tiene el principio de ""Seguridad por diseño"" en el ciclo de vida del software?

Da una respuesta completa y explicativa.",Es un criterio clave para el aprovisionamiento de soluciones tecnológicas seguras y la planificación de requerimientos.,"En el curso ""Políticas y Gobernanza en Ciberseguridad"" de la Maestría en Ciberseguridad, el principio de ""Seguridad por diseño"" adquiere una importancia significativa en el ciclo de vida del software. Este enfoque proactivo se centra en integrar las consideraciones de seguridad desde las etapas iniciales del desarrollo, lo que permite identificar y mitigar riesgos tempranos, antes de que se implementen las vulnerabilidades. 

El ""Seguridad por diseño"" contribuye a garantizar que el software cumpla con los estándares de confidencialidad, integridad y disponibilidad, evitando así problemas costosos y complejos de resolver en etapas posteriores. Este enfoque no solo mejora la robustez del sistema, sino que también alinea las prácticas de desarrollo con las políticas y regulaciones en ciberseguridad, asegurando que las soluciones tecnológicas sean seguras y resistentes a amenazas desde su concepción.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt;MC1001-Análisis de datos en ciberseguridad.txt,6.56,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,open_ended,¿Qué elementos legales se analizan respecto a la protección de datos en Costa Rica?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué elementos legales se analizan respecto a la protección de datos en Costa Rica?

Da una respuesta completa y explicativa.",La legislación sobre delitos informáticos y la Ley 8968 de Protección de los Datos.,"En el curso ""Políticas y Gobernanza en Ciberseguridad"" de la Maestría en Ciberseguridad, se analizan los siguientes elementos legales relacionados con la protección de datos en Costa Rica:

1. **Ley 8968 de Protección de los Datos**: Esta ley establece los marcos legales para la protección de datos personales en Costa Rica, incluyendo la regulación de la recolección, almacenamiento, uso y divulgación de información personal.

2. **General Data Protection Regulation (GDPR)**: Aunque se enfoca en la Unión Europea, se estudia su impacto global y cómo puede influir en las prácticas de protección de datos en Costa Rica, especialmente en las organizaciones que operan a nivel internacional.

Estos elementos legales se integran en el análisis de la gobernanza y políticas en ciberseguridad, destacando la importancia de cumplir con los estándares y regulaciones vigentes para garantizar la seguridad de la información y proteger los datos personales de los ciudadanos.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1003-Seguridad y Criptografía.txt,6.84,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,open_ended,¿Cuál es el objetivo de integrar los KPI de ciberseguridad con la visión de la empresa?,"En el curso Políticas y Gobernanza en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuál es el objetivo de integrar los KPI de ciberseguridad con la visión de la empresa?

Da una respuesta completa y explicativa.",Lograr una alineación estratégica que permita gestionar el portafolio de proyectos de seguridad según la misión organizacional.,"En el curso ""Políticas y Gobernanza en Ciberseguridad"" de la Maestría en Ciberseguridad, el objetivo de integrar los KPI (Índices de Desempeño de la Información) de ciberseguridad con la visión de la empresa es para alinear las métricas de seguridad con los objetivos estratégicos de la organización. Esto permite evaluar cómo los esfuerzos en ciberseguridad contribuyen al logro de los objetivos empresariales, asegurando que las políticas y programas de seguridad estén alineados con la misión y visión de la empresa.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1101-Sistemas Estratégicos Empresariales.txt;MC1003-Seguridad y Criptografía.txt,4.4,Políticas y Gobernanza en Ciberseguridad,MC1006,
deepseek-r1-14b-4bit,open_ended,¿Desde qué perspectiva se analizan vulnerabilidades como el Buffer Overflow?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Desde qué perspectiva se analizan vulnerabilidades como el Buffer Overflow?

Da una respuesta completa y explicativa.",Desde una perspectiva avanzada que estudia vectores de ataque utilizados para violentar el software creado.,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, las vulnerabilidades como el Buffer Overflow se analizan desde una perspectiva avanzada que incluye la identificación de vectores de ataque, la evaluación de estrategias de defensa y la implementación de técnicas de programación segura. Se enfatiza en comprender cómo estos tipos de vulnerabilidades pueden ser explotados, cómo priorizar y mitigar los riesgos, y cómo diseñar soluciones seguras integrando prácticas como la ""Seguridad por Diseño"" a lo largo del ciclo de desarrollo del software.",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt,4.35,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,open_ended,¿Qué estrategias de defensa se consideran para prevenir ataques a las aplicaciones?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Qué estrategias de defensa se consideran para prevenir ataques a las aplicaciones?

Da una respuesta completa y explicativa.","Técnicas de programación segura, modelado de vulnerabilidades y técnicas avanzadas de pruebas de seguridad.","En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, se consideran las siguientes estrategias de defensa para prevenir ataques a las aplicaciones:

1. **Seguridad por Diseño (Security by Design)**: Se enfoca en integrar la seguridad desde el inicio del proceso de desarrollo del software, utilizando modelos y estándares de seguridad para guiar el diseño y desarrollo de las aplicaciones.

2. **Validación de Entrada**: Se implementan controles para asegurar que los datos ingresados sean correctos y estén dentro de los límites permitidos, evitando así ataques como la inyección de código (SQL, XSS) y el desbordamiento de buffers.

3. **Uso de Tipado Seguro**: Se emplean lenguajes de programación con tipado seguro y técnicas de validación de tipos para prevenir errores de tipo y asegurar la integridad de los datos.

4. **Control de Privilegios Mínimos**: Se utiliza el principio de mínima privilegio, donde cada componente del sistema solo tiene los permisos necesarios para realizar su función, reduciendo el riesgo de explotación.

5. **Autenticación y Autorización**: Se implementan mecanismos robustos de autenticación (como autenticación multifactorial) y control de acceso basado en roles (RB",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt,8.4,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,open_ended,"¿Cómo influye el concepto de ""Seguridad por Diseño"" en el estudiante?","En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Cómo influye el concepto de ""Seguridad por Diseño"" en el estudiante?

Da una respuesta completa y explicativa.","Lo capacita para diseñar soluciones que garanticen la tríada de la seguridad (confidencialidad, integridad y disponibilidad) desde el inicio del desarrollo.","En el curso de Seguridad de Software Avanzado de la Maestría en Ciberseguridad, el concepto de ""Seguridad por Diseño"" influye en los estudiantes de manera significativa. Este enfoque les permite comprender cómo integrar la seguridad en el proceso de diseño y desarrollo del software desde el principio, en lugar de agregarla como un paso final. Esto les capacita para identificar y mitigar las vulnerabilidades antes de que se conviertan en problemas, lo que resulta en soluciones más seguras y robustas. Además, al estudiar este concepto, los estudiantes aprenden a considerar la confidencialidad, integridad y disponibilidad de los datos desde la etapa inicial del desarrollo, lo que mejora la calidad general del software y lo hace más resiente a posibles amenazas.",MC3001-Seguridad de Software Avanzado.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3010-Cibercrimen.txt,5.42,Seguridad de Software Avanzado,MC3001,
deepseek-r1-14b-4bit,open_ended,¿Qué temas abarca la administración de riesgo aplicada específicamente al software?,"En el curso Seguridad de Software Avanzado de la Maestría en Ciberseguridad, ¿Qué temas abarca la administración de riesgo aplicada específicamente al software?

Da una respuesta completa y explicativa.","Identificación de riesgos técnicos y de negocio, priorización de riesgos y validación de correcciones.","En el curso **Seguridad de Software Avanzado** de la Maestría en Ciberseguridad, la administración de riesgo aplicada específicamente al software abarca los siguientes temas:

1. **Comprendiendo el contexto del negocio**: Se analiza cómo el entorno del negocio influye en la identificación y gestión de riesgos, considerando aspectos como los objetivos organizacionales y las amenazas potenciales.

2. **Identificando los riesgos técnicos y de negocio**: Se enfocan en detectar vulnerabilidades en el software, como fallos en el diseño, defectos en el código, y cómo estos pueden afectar la confidencialidad, integridad y disponibilidad de los datos.

3. **Sintetizado y priorización del riesgo**: Se trabaja en la evaluación de la gravedad de cada riesgo, considerando factores como el impacto y la probabilidad de ocurrencia, para priorizarlos y asignar recursos de manera efectiva.

4. **Definición de estrategias de mitigación**: Se proponen y evalúan diferentes estrategias para reducir o eliminar los riesgos identificados, como implementar controles de acceso, validación de entradas, y usar prácticas de programación segura.

5. **Creación de correcciones y validación**: Se aborda la implementación de sol",MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC1006-Políticas y Gobernanza en Ciberseguridad.txt;MC3001-Seguridad de Software Avanzado.txt;MC1001-Análisis de datos en ciberseguridad.txt;MC1003-Seguridad y Criptografía.txt,8.4,Seguridad de Software Avanzado,MC3001,
