model_key,category,question,composed_question,expected_answer,predicted_answer,retrieved_sources,generation_time_s,curso,codigo,error,context_strategy,predicted_binary_label,expected_binary_label,binary_correct,token_f1,bertscore_f1,meteor
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final es la investigación en sistema empresarial?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final es la investigación en sistema empresarial?

Da una respuesta breve y directa, en una sola frase.",40%,La investigación en sistema empresarial representa el 40% de la nota final en el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información.,,11.14,Sistemas Estratégicos Empresariales,MC1101,,fullcontext,,,,0.0689655172413793,0.6151449084281921,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre del programa se ubica este curso?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica este curso?

Da una respuesta breve y directa, en una sola frase.",I semestre,El curso Sistemas Estratégicos Empresariales se ubica en el primer semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,,10.71,Sistemas Estratégicos Empresariales,MC1101,,fullcontext,,,,0.08333333333333334,0.6157891154289246,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje total suman los dos exámenes parciales?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Sistemas Estratégicos Empresariales, los dos exámenes parciales suman un total del 40% de la calificación.

Respuesta: Los dos exámenes parciales suman un total del 40% de la calificación.",,11.81,Sistemas Estratégicos Empresariales,MC1101,,fullcontext,,,,0.0625,0.6206421256065369,
deepseek-r1-14b-4bit,short_answer,¿Cuántas horas de clase por semana tiene la materia?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas de clase por semana tiene la materia?

Da una respuesta breve y directa, en una sola frase.",3 horas,El curso Sistemas Estratégicos Empresariales tiene 3 horas de clase por semana.,,10.11,Sistemas Estratégicos Empresariales,MC1101,,fullcontext,,,,0.2857142857142857,0.688717782497406,
deepseek-r1-14b-4bit,short_answer,¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Quién es el autor de los artículos sobre las cinco fuerzas competitivas citados?

Da una respuesta breve y directa, en una sola frase.",Michael Porter,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, el autor de los artículos sobre las cinco fuerzas competitivas citados es Michael E. Porter.",,11.39,Sistemas Estratégicos Empresariales,MC1101,,fullcontext,,,,0.12121212121212122,0.6839985251426697,
deepseek-r1-14b-4bit,short_answer,¿Permite este curso la suficiencia?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información permite la suficiencia.",,10.6,Gerencia de Tecnología de Información,MC1103,,fullcontext,,,,0.0,0.6345223784446716,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre del programa se ubica (indicado como código)?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica (indicado como código)?

Da una respuesta breve y directa, en una sola frase.",P4 semestre,"El curso Gerencia de Tecnología de Información se ubica en el primer semestre del programa de Maestría en Gerencia de Tecnologías de la Información, con el código MC1101.",,11.05,Gerencia de Tecnología de Información,MC1103,,fullcontext,,,,0.06666666666666667,0.6093292832374573,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde al estudio de casos?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde al estudio de casos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, el 40% de la evaluación corresponde al estudio de casos.",,11.01,Gerencia de Tecnología de Información,MC1103,,fullcontext,,,,0.0689655172413793,0.6152088642120361,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota es la investigación bibliográfica y exposición?

Da una respuesta breve y directa, en una sola frase.",20%,La investigación bibliográfica y exposición representan el 20% de la nota en el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información.,,11.18,Gerencia de Tecnología de Información,MC1103,,fullcontext,,,,0.06666666666666667,0.6166293025016785,
deepseek-r1-14b-4bit,short_answer,¿Cuántas horas extraclase se requieren semanalmente?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántas horas extraclase se requieren semanalmente?

Da una respuesta breve y directa, en una sola frase.",9 horas,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, se requieren 9 horas extraclase semanalmente.",,10.93,Gerencia de Tecnología de Información,MC1103,,fullcontext,,,,0.15384615384615385,0.6174090504646301,
deepseek-r1-14b-4bit,short_answer,¿Es posible el reconocimiento del curso?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Es posible el reconocimiento del curso?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información tiene la posibilidad de reconocimiento.",,10.72,Gerencia de Tecnología de Información,MC1103,,fullcontext,,,,0.0,0.6336725950241089,
deepseek-r1-14b-4bit,short_answer,¿Permite este curso la posibilidad de reconocimiento?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite este curso la posibilidad de reconocimiento?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso de Administración Financiera de Tecnologías de la Información de la Maestría en Gerencia de Tecnologías de la Información permite la posibilidad de reconocimiento.",,10.97,Administración Financiera de TI,MC1201,,fullcontext,,,,0.07407407407407407,0.6221269965171814,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre se ubica la materia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre se ubica la materia?

Da una respuesta breve y directa, en una sola frase.",2do semestre,El curso Administración Financiera de TI se ubica en el segundo semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,,10.66,Administración Financiera de TI,MC1201,,fullcontext,,,,0.08,0.6489116549491882,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje total de la nota suman los dos exámenes parciales?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje total de la nota suman los dos exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Administración Financiera de TI, los dos exámenes parciales suman un total del 50% de la nota.",,10.56,Administración Financiera de TI,MC1201,,fullcontext,,,,0.1,0.6653158068656921,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,"La evaluación de la investigación bibliográfica en el curso ""Administración Financiera de Tecnologías de la Información"" de la Maestría en Gerencia de Tecnologías de la Información corresponde al 20% de la calificación total.

**Respuesta:**  
La investigación bibliográfica representa el 20% de la evaluación en el curso.",,12.58,Administración Financiera de TI,MC1201,,fullcontext,,,,0.042553191489361694,0.6150603294372559,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota representan las comprobaciones de lectura?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota representan las comprobaciones de lectura?

Da una respuesta breve y directa, en una sola frase.",15%,"En el curso Administración Financiera de TI, las comprobaciones de lectura representan el 20% de la nota.",,10.37,Administración Financiera de TI,MC1201,,fullcontext,,,,0.0,0.6365070343017578,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la suficiencia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso de Administración Financiera de Tecnologías de la Información de la Maestría en Gerencia de Tecnologías de la Información permite la suficiencia.",,10.91,Administración Financiera de TI,MC1201,,fullcontext,,,,0.0,0.6203843951225281,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de nivel II es requisito esta materia?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿De qué curso de nivel II es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC-6204 Administración y estrategia de proyectos II,"El curso ""Administración y Estrategia de Proyectos I"" de la Maestría en Gerencia de Tecnologías de la Información es requisito del curso ""Administración y Estrategia de Proyectos II"".",,11.1,Administración y Estrategia de Proyectos I,MC1203,,fullcontext,,,,0.34285714285714286,0.6901668310165405,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el tipo de curso según los datos generales?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuál es el tipo de curso según los datos generales?

Da una respuesta breve y directa, en una sola frase.",Teórico,"Según los datos generales del curso ""Administración y Estrategia de Proyectos I"" de la Maestría en Gerencia de Tecnologías de la Información, el tipo de curso es ""Teórico - Práctico"".",,11.32,Administración y Estrategia de Proyectos I,MC1203,,fullcontext,,,,0.06666666666666667,0.6801056265830994,
deepseek-r1-14b-4bit,short_answer,¿En qué semestre del programa se ubica?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué semestre del programa se ubica?

Da una respuesta breve y directa, en una sola frase.",3er semestre,El curso Administración y Estrategia de Proyectos I se ubica en el tercer semestre del programa de Maestría en Gerencia de Tecnologías de la Información.,,10.83,Administración y Estrategia de Proyectos I,MC1203,,fullcontext,,,,0.07407407407407407,0.6486601829528809,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final corresponde a la escritura de dos ensayos individuales?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final corresponde a la escritura de dos ensayos individuales?

Da una respuesta breve y directa, en una sola frase.",30%,"En el curso Administración y Estrategia de Proyectos I, la escritura de dos ensayos individuales contribuye con un 30% a la nota final.",,10.77,Administración y Estrategia de Proyectos I,MC1203,,fullcontext,,,,0.08333333333333333,0.6470165252685547,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación es la resolución de casos prácticos?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación es la resolución de casos prácticos?

Da una respuesta breve y directa, en una sola frase.",25%,"En el curso Administración y Estrategia de Proyectos I, la resolución de casos prácticos representa el 40% de la evaluación.",,10.53,Administración y Estrategia de Proyectos I,MC1203,,fullcontext,,,,0.0,0.62389075756073,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota vale la investigación sobre un tema seleccionado?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota vale la investigación sobre un tema seleccionado?

Da una respuesta breve y directa, en una sola frase.",25%,"La investigación sobre un tema seleccionado en el curso ""Administración y Estrategia de Proyectos I"" de la Maestría en Gerencia de Tecnologías de la Información vale el 20% de la nota.",,11.12,Administración y Estrategia de Proyectos I,MC1203,,fullcontext,,,,0.0,0.5891352295875549,
deepseek-r1-14b-4bit,short_answer,¿Con cuántas faltas de asistencia injustificadas se reprueba el curso?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Con cuántas faltas de asistencia injustificadas se reprueba el curso?

Da una respuesta breve y directa, en una sola frase.",4 faltas,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, el curso se reprueba con 4 faltas de asistencia injustificadas.",,11.0,Planificación Estratégica de TI,MC2301,,fullcontext,,,,0.13793103448275862,0.5945409536361694,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa la resolución de casos?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota final representa la resolución de casos?

Da una respuesta breve y directa, en una sola frase.",40%,La resolución de casos representa el 40% de la nota final en el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información.,,10.99,Planificación Estratégica de TI,MC2301,,fullcontext,,,,0.0689655172413793,0.622955322265625,
deepseek-r1-14b-4bit,short_answer,¿Cuántos minutos después de la hora oficial de entrada se consideran para marcar ausencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuántos minutos después de la hora oficial de entrada se consideran para marcar ausencia?

Da una respuesta breve y directa, en una sola frase.",30 minutos,"En el curso Planificación Estratégica de TI, se considera ausencia si el estudiante llega más de 30 minutos después de la hora oficial de entrada.",,10.7,Planificación Estratégica de TI,MC2301,,fullcontext,,,,0.14814814814814814,0.6774745583534241,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la evaluación corresponde a la investigación bibliográfica?

Da una respuesta breve y directa, en una sola frase.",20%,La evaluación del curso Planificación Estratégica de TI incluye un 20% correspondiente a la investigación bibliográfica.,,10.28,Planificación Estratégica de TI,MC2301,,fullcontext,,,,0.11764705882352941,0.6583409905433655,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la suficiencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso de Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información permite la suficiencia.",,10.56,Planificación Estratégica de TI,MC2301,,fullcontext,,,,0.0,0.6402638554573059,
deepseek-r1-14b-4bit,short_answer,"¿Qué porcentaje de la nota representan las pruebas cortas, comprobaciones y ensayos?","En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué porcentaje de la nota representan las pruebas cortas, comprobaciones y ensayos?

Da una respuesta breve y directa, en una sola frase.",40%,"En el curso Planificación Estratégica de TI, las pruebas cortas, comprobaciones y ensayos representan el 40% de la nota.",,10.74,Planificación Estratégica de TI,MC2301,,fullcontext,,,,0.1,0.6593807935714722,
deepseek-r1-14b-4bit,short_answer,¿En qué periodo del plan de estudios se ubica?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿En qué periodo del plan de estudios se ubica?

Da una respuesta breve y directa, en una sola frase.",II Periodo,El curso Teoría de Autómatas se ubica en el II Periodo del Plan de Estudios de la Maestría en Computación con énfasis en Ciencias de la Computación.,,11.1,Teoría de Autómatas,MC6003,,fullcontext,,,,0.13793103448275862,0.6330259442329407,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor titular del curso?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Erick Mata Montero,El profesor titular del curso Teoría de Autómatas en la Maestría en Computación es Erick Mata Montero.,,10.4,Teoría de Autómatas,MC6003,,fullcontext,,,,0.3,0.7588830590248108,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa el examen final?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Qué porcentaje de la nota final representa el examen final?

Da una respuesta breve y directa, en una sola frase.",30%,El examen final representa el 30% de la nota final en el curso Teoría de Autómatas.,,10.22,Teoría de Autómatas,MC6003,,fullcontext,,,,0.11764705882352941,0.6349978446960449,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el porcentaje asignado al examen parcial?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Cuál es el porcentaje asignado al examen parcial?

Da una respuesta breve y directa, en una sola frase.",20%,"En el curso Teoría de Autómatas de la Maestría en Computación, el porcentaje asignado al examen parcial es 20%.",,10.58,Teoría de Autómatas,MC6003,,fullcontext,,,,0.1,0.6406975388526917,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso Teoría de Autómatas de la Maestría en Computación permite la modalidad de suficiencia.",,10.35,Teoría de Autómatas,MC6003,,fullcontext,,,,0.11764705882352941,0.6562822461128235,
deepseek-r1-14b-4bit,short_answer,¿Quiénes son los autores principales del libro de texto base?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Quiénes son los autores principales del libro de texto base?

Da una respuesta breve y directa, en una sola frase.",Hopcroft et al.,"Los autores principales del libro de texto base del curso Teoría de Autómatas son John E. Hopcroft, Rajeev Motwani y Jeffrey D. Ullman.",,10.9,Teoría de Autómatas,MC6003,,fullcontext,,,,0.07692307692307691,0.6471526026725769,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de redes es requisito esta materia?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿De qué curso de redes es requisito esta materia?

Da una respuesta breve y directa, en una sola frase.",MC-6006 Redes de Computadores Avanzadas,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, el requisito es el curso de Redes de Computadores Avanzadas (MC-6004).",,11.09,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,0.2962962962962963,0.800571620464325,
deepseek-r1-14b-4bit,short_answer,¿Cuál es la duración mínima exigida para la presentación oral?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Cuál es la duración mínima exigida para la presentación oral?

Da una respuesta breve y directa, en una sola frase.",16 minutos,La duración mínima exigida para la presentación oral en el curso Sistemas Operativos Avanzados es de 16 minutos.,,10.43,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,0.19999999999999998,0.688575029373169,
deepseek-r1-14b-4bit,short_answer,¿En qué formato deben confeccionarse los reportes de proyectos y el paper?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿En qué formato deben confeccionarse los reportes de proyectos y el paper?

Da una respuesta breve y directa, en una sola frase.",IEEE Transactions,Los reportes de proyectos y el paper deben confeccionarse en formato IEEE Transactions utilizando LaTeX.,,9.96,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,0.23529411764705882,0.754757821559906,
deepseek-r1-14b-4bit,short_answer,¿En qué idioma debe estar escrito el paper de investigación?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿En qué idioma debe estar escrito el paper de investigación?

Da una respuesta breve y directa, en una sola frase.",Inglés,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, el paper de investigación debe estar escrito en inglés.",,10.44,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,0.09523809523809523,0.6509100198745728,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje total de la nota suman los tres proyectos programados?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Qué porcentaje total de la nota suman los tres proyectos programados?

Da una respuesta breve y directa, en una sola frase.",30%,"En el curso Sistemas Operativos Avanzados, los tres proyectos programados suman un 30% de la nota total.",,11.75,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,0.1111111111111111,0.6299325823783875,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor titular del curso?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Dr. Francisco J. Torres-Rojas,El profesor titular del curso Sistemas Operativos Avanzados es Dr. Francisco J. Torres-Rojas.,,10.39,Sistemas Operativos Avanzados,MC6004,,fullcontext,,,,0.47058823529411764,0.841315746307373,
deepseek-r1-14b-4bit,short_answer,¿En qué periodo del plan de estudios se imparte?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿En qué periodo del plan de estudios se imparte?

Da una respuesta breve y directa, en una sola frase.",I Periodo,"En el curso Análisis de Algoritmos de la Maestría en Computación, se imparte en el I Periodo del Plan de Estudios.",,10.81,Análisis de Algoritmos,MC6102,,fullcontext,,,,0.17391304347826084,0.6721587181091309,
deepseek-r1-14b-4bit,short_answer,¿En qué horario se dictan las clases los martes?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿En qué horario se dictan las clases los martes?

Da una respuesta breve y directa, en una sola frase.",6:00 p. m. a 8:50 p. m.,"En el curso Análisis de Algoritmos de la Maestría en Computación, las clases se dictan los martes a las 6:00 pm - 8:50 pm.",,11.18,Análisis de Algoritmos,MC6102,,fullcontext,,,,0.2,0.6846554279327393,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor del curso?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Quién es el profesor del curso?

Da una respuesta breve y directa, en una sola frase.",José E. Araya,"El profesor del curso Análisis de Algoritmos de la Maestría en Computación es José E. Araya, Ph.D.",,10.6,Análisis de Algoritmos,MC6102,,fullcontext,,,,0.3,0.7263853549957275,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representan las tareas e investigaciones?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué porcentaje de la nota final representan las tareas e investigaciones?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Análisis de Algoritmos de la Maestría en Computación, las tareas e investigaciones representan el 50% de la nota final.",,10.86,Análisis de Algoritmos,MC6102,,fullcontext,,,,0.08695652173913045,0.6412157416343689,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la evaluación corresponde a los exámenes parciales?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Qué porcentaje de la evaluación corresponde a los exámenes parciales?

Da una respuesta breve y directa, en una sola frase.",50%,"En el curso Análisis de Algoritmos de la Maestría en Computación, los exámenes parciales representan el 50% de la evaluación.",,10.89,Análisis de Algoritmos,MC6102,,fullcontext,,,,0.09523809523809523,0.6431910991668701,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el libro de texto de carácter obligatorio?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Cuál es el libro de texto de carácter obligatorio?

Da una respuesta breve y directa, en una sola frase.",Fundamentos de Algoritmia de Brassard y Bratley,"El libro de texto obligatorio para el curso Análisis de Algoritmos es ""Introduction to Algorithms"" de Cormen, Leiserson, Rivest y Stein.",,10.67,Análisis de Algoritmos,MC6102,,fullcontext,,,,0.21428571428571427,0.740957498550415,
deepseek-r1-14b-4bit,short_answer,¿Es este curso obligatorio o electivo?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Es este curso obligatorio o electivo?

Da una respuesta breve y directa, en una sola frase.",Electivo,"Sí, el curso Diseño de Experimentos es obligatorio en la Maestría en Computación.",,10.11,Diseño de Experimentos,MC6104,,fullcontext,,,,0.0,0.6776347160339355,
deepseek-r1-14b-4bit,short_answer,¿De qué curso de Seminario de Investigación es requisito?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿De qué curso de Seminario de Investigación es requisito?

Da una respuesta breve y directa, en una sola frase.",MC-7203 – Seminario de Investigación - Tesis II,"En el curso Diseño de Experimentos de la Maestría en Computación, el requisito es el curso de Seminario de Investigación II (MC-7203).",,10.92,Diseño de Experimentos,MC6104,,fullcontext,,,,0.3448275862068965,0.7653825283050537,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representan los proyectos?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Qué porcentaje de la nota final representan los proyectos?

Da una respuesta breve y directa, en una sola frase.",35%,"En el curso Diseño de Experimentos de la Maestría en Computación, los proyectos representan el 35% de la nota final.",,10.44,Diseño de Experimentos,MC6104,,fullcontext,,,,0.09523809523809523,0.6367297172546387,
deepseek-r1-14b-4bit,short_answer,¿En qué idioma deben escribirse los reportes de los proyectos?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿En qué idioma deben escribirse los reportes de los proyectos?

Da una respuesta breve y directa, en una sola frase.",Inglés,"En el curso Diseño de Experimentos de la Maestría en Computación, los reportes de los proyectos deben escribirse en inglés.",,10.51,Diseño de Experimentos,MC6104,,fullcontext,,,,0.09523809523809523,0.6728283166885376,
deepseek-r1-14b-4bit,short_answer,¿Permite el curso la suficiencia?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Permite el curso la suficiencia?

Da una respuesta breve y directa, en una sola frase.",No,"Sí, el curso Diseño de Experimentos de la Maestría en Computación permite la suficiencia.",,10.22,Diseño de Experimentos,MC6104,,fullcontext,,,,0.0,0.6753417253494263,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota corresponde al segundo examen parcial?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Qué porcentaje de la nota corresponde al segundo examen parcial?

Da una respuesta breve y directa, en una sola frase.",25%,"En el curso Diseño de Experimentos de la Maestría en Computación, el segundo examen parcial corresponde al 25% de la nota.

Respuesta: El segundo examen parcial en el curso Diseño de Experimentos contribuye con un 25% a la calificación total.",,11.9,Diseño de Experimentos,MC6104,,fullcontext,,,,0.04878048780487806,0.6003292202949524,
deepseek-r1-14b-4bit,short_answer,¿Cuál es el correquisito obligatorio de este curso?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Cuál es el correquisito obligatorio de este curso?

Da una respuesta breve y directa, en una sola frase.",MC-7205 Tema Selecto de Investigación,"El curso ""Introducción a la Investigación"" de la Maestría en Computación no tiene correquisitos obligatorios.",,10.25,Introducción a la Investigación,MC7201,,fullcontext,,,,0.2,0.6832212805747986,
deepseek-r1-14b-4bit,short_answer,¿Qué porcentaje de la nota final representa la presentación?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Qué porcentaje de la nota final representa la presentación?

Da una respuesta breve y directa, en una sola frase.",25%,La presentación en el curso Introducción a la Investigación de la Maestría en Computación representa el 25% de la nota final.,,10.5,Introducción a la Investigación,MC7201,,fullcontext,,,,0.0909090909090909,0.6257753372192383,
deepseek-r1-14b-4bit,short_answer,¿Qué herramienta es obligatoria para preparar las presentaciones?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Qué herramienta es obligatoria para preparar las presentaciones?

Da una respuesta breve y directa, en una sola frase.",Beamer,"En el curso Introducción a la Investigación de la Maestría en Computación, la herramienta obligatoria para preparar las presentaciones es **Beamer**.",,10.66,Introducción a la Investigación,MC7201,,fullcontext,,,,0.0909090909090909,0.7133318185806274,
deepseek-r1-14b-4bit,short_answer,¿En qué idioma debe escribirse el paper de investigación?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿En qué idioma debe escribirse el paper de investigación?

Da una respuesta breve y directa, en una sola frase.",Inglés,"En el curso Introducción a la Investigación de la Maestría en Computación, el paper de investigación debe escribirse en inglés.",,10.36,Introducción a la Investigación,MC7201,,fullcontext,,,,0.09523809523809523,0.668178915977478,
deepseek-r1-14b-4bit,short_answer,¿Quién es el profesor titular del curso?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Quién es el profesor titular del curso?

Da una respuesta breve y directa, en una sola frase.",Dr. Francisco J. Torres-Rojas,El profesor titular del curso Introducción a la Investigación de la Maestría en Computación es Dr. Francisco J. Torres-Rojas.,,10.52,Introducción a la Investigación,MC7201,,fullcontext,,,,0.34782608695652173,0.8156346678733826,
