model_key,category,question,composed_question,expected_answer,predicted_answer,generation_time_s,curso,codigo,error
deepseek-r1-14b-4bit,open_ended,¿Cómo ayudan los motivadores sociales a identificar la naturaleza de las amenazas?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Cómo ayudan los motivadores sociales a identificar la naturaleza de las amenazas?

Da una respuesta completa y explicativa.",Permiten valorar las acciones de los individuos y potenciar la identificación temprana de actos delictivos.,"En el curso ""Cibercrimen"" de la Maestría en Ciberseguridad, los motivadores sociales juegan un papel crucial en la identificación de la naturaleza de las amenazas. Estos motivadores sociales se centran en entender las razones detrás de los comportamientos de los ciberdelincuentes, lo que permite una comprensión más profunda de sus motivaciones y tácticas. A continuación, se detallan los aspectos clave en los que se basan estos motivadores:

1. **Psicología del Cibercrimen**: Los estudiantes aprenden sobre la psicología humana que subyace en los actos de cibercrimen. Esto incluye factores como la frustración, la venganza, el lucro ilícito y la necesidad de atención o notoriedad. Entender estos aspectos ayuda a identificar patrones de comportamiento que pueden indicar la naturaleza de las amenazas.

2. **Economía Conductual**: Se analiza cómo los ciberdelincuentes evalúan los costos y beneficios de sus acciones. Esto incluye el análisis de la rentabilidad de los ataques, la disponibilidad de herramientas y la percepción de riesgo. Este enfoque permite预ver cómo los ciberdelincuentes pueden adaptar sus tácticas en respuesta a cambios en el entorno.",22.21,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,open_ended,¿Qué métodos de investigación social se aplican para entender el fenómeno criminal?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué métodos de investigación social se aplican para entender el fenómeno criminal?

Da una respuesta completa y explicativa.","La teorización, el diseño experimental, la validación de hipótesis y el análisis de datos con SPSS.","En el curso ""Cibercrimen"" de la Maestría en Ciberseguridad, se aplican varios métodos de investigación social para comprender el fenómeno criminal. Estos métodos incluyen:

1. **Métodos cuantitativos**: Se utilizan técnicas estadísticas para analizar datos sobre delitos cibernáuticos, como la frecuencia de ataques, la distribución geográfica y el perfil de los perpetradores.

2. **Métodos cualitativos**: Se realizan entrevistas y observaciones participantes para obtener información detallada sobre las motivaciones y comportamientos de los ciberdelincuentes.

3. **Análisis de casos**: Se estudian casos reales de cibercrimen para identificar patrones y estrategias utilizadas por los criminales.

4. **Análisis de riesgos**: Se evalúan los factores de riesgo que predisponen a las personas a cometer cibercrimenes, como la falta de acceso a tecnología o la desinformación.

5. **Enfoque de la elección racional**: Se examinan las decisiones de los criminales basadas en el costo-beneficio para entender sus motivaciones.

6. **Investigación social**: Se realizan encuestas y estudios sociales para comprender la percepción de la ciberseguridad en la sociedad y cómo é",22.07,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,open_ended,"¿Qué aspectos analiza la ""Ciencia del Crimen"" respecto a los actos delictivos?","En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Qué aspectos analiza la ""Ciencia del Crimen"" respecto a los actos delictivos?

Da una respuesta completa y explicativa.","La elección racional del criminal, las actividades de rutina y los estudios de victimización y autoreporte.","En el curso ""Cibercrimen"" de la Maestría en Ciberseguridad, la ""Ciencia del Crimen"" se enfoca en analizar los actos delictivos desde una perspectiva teórica y práctica. Esto incluye:

1. **Principios teóricos**: Se estudian teorías que explican el comportamiento delictivo, como la elección racional, la teoría de la oportunidad y la psicología del criminal.

2. **Modus operandi**: Se analizan las técnicas y métodos utilizados por los ciberdelincuentes para perpetrar sus ataques, como el phishing, la inyección de SQL y los exploits.

3. **Impacto social y legal**: Se considera el impacto de los ciberdelitos en la sociedad y las dificultades legales para combatirlos, debido a la naturaleza transnacional y el complicado marco legal.

4. **Prevención y mitigación**: Se plantean medidas para prevenir y mitigar los efectos de los ciberdelitos, como la implementación de políticas de seguridad y la educación cibernética.

5. **Investigación y análisis**: Se utiliza metodología de investigación social y herramientas como SPSS para estudiar patrones y comportamientos delictivos.

6. **Ejemplos y casos**: Se realizan estudios",22.16,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,open_ended,¿En qué consiste la teoría de prevención del crimen en situación según el curso?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿En qué consiste la teoría de prevención del crimen en situación según el curso?

Da una respuesta completa y explicativa.","Analiza la oportunidad del crimen, el triángulo del crimen y el desplazamiento del beneficio delictivo.","La teoría de prevención del crimen en situación, según el curso ""Cibercrimen"" de la Maestría en Ciberseguridad, se centra en comprender y prevenir las acciones criminales que se llevan a cabo en entornos digitales. Esta teoría aborda cómo los criminales aprovechan las vulnerabilidades tecnológicas para realizar actividades ilícitas, como hackeos, phishing, y exploits. 

El curso explora los factores que motivan a los ciberdelincuentes, analizando aspectos como la psicología del delincuente, la economía conductual y las tácticas utilizadas para manipular a las víctimas. Además, se estudian las técnicas de ingeniería social y las tácticas de persuación que los criminales usan para acceder a información sensible o sistemas protegidos.

La teoría también se relaciona con la prevención a través de la identificación de riesgos, la implementación de medidas de seguridad y la educación de los usuarios para reducir su exposición a amenazas cibernáuticas. Esto incluye la creación de políticas robustas, la capacitación en seguridad cibernética y la implementación de herramientas tecnológicas avanzadas para detectar y mitigar amenazas.

En resumen, la teoría de prevención del crimen en situación en",22.14,Cibercrimen,MC3010,
deepseek-r1-14b-4bit,open_ended,¿Cómo se articulan las TI con la propuesta de valor de un negocio?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se articulan las TI con la propuesta de valor de un negocio?

Da una respuesta completa y explicativa.",Se integran coherentemente dentro de un sistema de actividades para fortalecer la posición estratégica de la empresa.,"En el curso ""Sistemas Estratégicos Empresariales"" de la Maestría en Gerencia de Tecnologías de la Información, las Tecnologías de la Información (TI) se articulan con la propuesta de valor de un negocio de manera integral y estratégica. Este enfoque busca maximizar el impacto de las TI en la competitividad y el desempeño de la organización. A continuación, se detalla cómo se articulan las TI con la propuesta de valor del negocio:

1. **Creación de Valor**:
   - Las TI son utilizadas para identificar y explotar oportunidades que generan valor para los clientes y la organización. Esto incluye el desarrollo de productos y servicios innovadores, mejorando la eficiencia operacional y optimizando la experiencia del cliente.

2. **Estrategia y Alineación**:
   - Las TI se alinean con la estrategia empresarial, asegurando que las inversiones en tecnología contribuyan a los objetivos estratégicos de la organización. Esto implica una planificación conjunta entre los departamentos de TI y la dirección general.

3. **Procesos y Sistemas**:
   - Se implementan sistemas empresariales avanzados, como ERP, CRM y SCM, que integran los procesos clave de la empresa. Estos sistemas no solo mejoran la eficiencia sino que",22.11,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,open_ended,¿Qué tipos de sistemas de información se estudian como referentes de manejo interno y externo?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué tipos de sistemas de información se estudian como referentes de manejo interno y externo?

Da una respuesta completa y explicativa.","Los sistemas ERP, CRM y SCM.","En el curso **Sistemas Estratégicos Empresariales** de la Maestría en Gerencia de Tecnologías de la Información, se estudian varios tipos de sistemas de información que actúan como referentes para el manejo tanto interno como externo de las organizaciones. Estos sistemas incluyen:

1. **Sistemas de Planificación de Recursos Empresariales (ERP)**:
   - Estos sistemas integran y gestionan información de todos los departamentos de una empresa, como finanzas, ventas, producción y recursos humanos. Su objetivo principal es mejorar la eficiencia y la toma de decisiones mediante la integración de datos en tiempo real.

2. **Sistemas de Administración de Relación con el Cliente (CRM)**:
   - Se centran en gestionar las relaciones con los clientes, desde la captación de leads hasta el seguimiento de la satisfacción del cliente. Facilitan la optimización de las ventas y el servicio al cliente.

3. **Sistemas de Cadena de Suministro (SCM)**:
   - Estos sistemas ayudan a planificar, ejecutar y monitorear las actividades relacionadas con la adquisición, almacenamiento y distribución de materiales y productos. Son esenciales para la logística y la cadena de suministro.

4. **Sistemas de Administración del Conocimiento (K",22.13,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,open_ended,¿Qué fuerzas competitivas influyen en la dinámica de una industria según Michael Porter?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué fuerzas competitivas influyen en la dinámica de una industria según Michael Porter?

Da una respuesta completa y explicativa.","La amenaza de nuevos entrantes, el poder de compradores y proveedores, los sustitutos y la rivalidad entre competidores.","En el curso ""Sistemas Estratégicos Empresariales"" de la Maestría en Gerencia de Tecnologías de la Información, las fuerzas competitivas que influyen en la dinámica de una industria, según Michael Porter, son:

1. **Nueva Entrada de Competidores**: La facilidad con la que nuevos actores pueden ingresar al mercado, afectando la intensidad de la competencia.

2. **Poder de los Compradores**: La capacidad de los compradores de negociar precios bajos o buscar alternativas, lo que puede reducir los márgenes de beneficio.

3. **Poder de los Proveedores**: La dependencia de los proveedores de insumos clave, lo que puede influir en los costos y la disponibilidad de recursos.

4. **Sustitutos**: La existencia de productos o servicios que pueden reemplazar los ofrecidos por la empresa, afectando su posición en el mercado.

5. **Competencia entre Rival**: La intensidad de la competencia entre los actores existentes en la industria, incluyendo la guerra de precios, innovaciones y estrategias de mercado.

Estas fuerzas, según Porter, ayudan a comprender la estructura competitiva de una industria y las amenazas potenciales que enfrentan las empresas.",21.65,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,open_ended,¿Qué papel desempeña la investigación en la metodología de enseñanza de este curso?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué papel desempeña la investigación en la metodología de enseñanza de este curso?

Da una respuesta completa y explicativa.",Permite al estudiante profundizar en fundamentos y tendencias mediante la creación de un estado del arte de sistemas empresariales.,"En el curso ""Sistemas Estratégicos Empresariales"" de la Maestría en Gerencia de Tecnologías de la Información, la investigación desempeña un papel fundamental en la metodología de enseñanza. Los estudiantes son activamente involucrados en la realización de investigaciones prácticas, lo que les permite adquirir habilidades en la recolección, análisis y presentación de datos. Además, la investigación se integra con la teoría para abordar casos reales, lo que fomenta una comprensión más profunda de los conceptos y su aplicación en contextos empresariales.",15.12,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,open_ended,¿Cómo se vincula el conocimiento teórico con la práctica real en este programa?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se vincula el conocimiento teórico con la práctica real en este programa?

Da una respuesta completa y explicativa.",A través de una investigación aplicada donde el estudiante enfrenta un problema real de una empresa utilizando los conocimientos adquiridos.,"En el curso ""Sistemas Estratégicos Empresariales"" de la Maestría en Gerencia de Tecnologías de la Información, el conocimiento teórico se vincula con la práctica real a través de una metodología de enseñanza y aprendizaje que combina clases magistrales, casos de estudio, investigación bibliográfica y aplicación práctica en proyectos reales. 

1. **Clases Magistrales**: Los estudiantes adquieren conceptos teóricos fundamentales, como la creación de valor en las empresas, la visión de una arquitectura de información y la gestión de sistemas empresariales estratégicos. Esto les proporciona una base sólida para entender los principios y modelos que guían la gestión tecnológica en las organizaciones.

2. **Casos de Estudio**: Se analizan casos específicos que permiten a los estudiantes aplicar los conceptos teóricos en contextos empresariales complejos. Esto fomenta la comprensión de cómo los sistemas estratégicos funcionan en la práctica y cómo se pueden implementar en diferentes industrias.

3. **Investigación Bibliográfica**: Los estudiantes realizan investigaciones que les permiten profundizar en temas específicos, como las tendencias tecnológicas y su impacto en la gestión de proyectos de TI. Esto fortalece su capacidad para analizar y sintetizar información relevante,",22.17,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,open_ended,¿Qué modelos complementarios a las fuerzas de Porter se analizan para el uso estratégico de TI?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué modelos complementarios a las fuerzas de Porter se analizan para el uso estratégico de TI?

Da una respuesta completa y explicativa.",El modelo basado en recursos (Resource Based View) y la competencia por capacidades.,"En el curso **Sistemas Estratégicos Empresariales** de la Maestría en Gerencia de Tecnologías de la Información, se analizan los siguientes modelos complementarios a las fuerzas de Porter para el uso estratégico de la Tecnología de la Información (TI):

1. **Modelos de Análisis de la Competencia**:
   - **Modelo de Análisis de la Competencia de Porter**: Este modelo clásico identifica las cinco fuerzas competitivas en un mercado: amenaza de nuevos entrantes, poder de los compradores, poder de los proveedores, amenaza de sustitutos y competencia entre rivales.
   - **Modelo de Análisis de la Competencia de Wachter**: Este modelo se centra en la identificación de las fortalezas y debilidades de los competidores, y cómo la TI puede ser utilizada para ganar ventaja competitiva.

2. **Modelos de Cadena de Valor**:
   - **Cadena de Valor de Porter**: Este modelo ayuda a comprender cómo las empresas crean valor para sus clientes a través de actividades de la cadena de suministro.
   - **Cadena de Valor de Dyche**: Este modelo se enfoca en la integración de la TI en la cadena de valor para mejorar la eficiencia y la efectividad de los procesos empresariales.

3. **Modelos",22.23,Sistemas Estratégicos Empresariales,MC1101,
deepseek-r1-14b-4bit,open_ended,¿Qué elementos componen el enfoque integrado del proceso de gestión de TI?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué elementos componen el enfoque integrado del proceso de gestión de TI?

Da una respuesta completa y explicativa.","La combinación de cuatro factores clave: personas, procesos, herramientas y proveedores.","En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, el enfoque integrado del proceso de gestión de TI se compone de los siguientes elementos:

1. **Personas**: Incluye la identificación de roles y responsabilidades, la capacitación del personal y la gestión del talento humano.

2. **Procesos**: Abarca la planificación, ejecución, monitoreo y mejora continua de los procesos de TI, asegurando que estén alineados con los objetivos estratégicos de la organización.

3. **Herramientas**: Utiliza sistemas y plataformas tecnológicas adecuadas para el análisis, gestión y optimización de los recursos de TI.

4. **Proveedores**: Involucra la gestión de relaciones con proveedores, la contratación de servicios y la integración de soluciones tecnológicas externas.

Este enfoque integrado busca lograr un equilibrio entre la innovación, el riesgo, el coste y la operación, permitiendo una gestión eficiente y eficaz de la tecnología de la información.",19.99,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,open_ended,¿Cuáles son los equilibrios críticos que un líder de TI debe buscar permanentemente?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuáles son los equilibrios críticos que un líder de TI debe buscar permanentemente?

Da una respuesta completa y explicativa.","El balance entre innovación y gestión de riesgos, y entre ser agente de cambio y mantener la operación impecable.","En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, los equilibrios críticos que un líder de TI debe buscar permanentemente son:

1. **Innovación vs. Gestion de Riesgos**: Un líder de TI debe equilibrar la necesidad de innovar con la gestión de los riesgos asociados. Esto implica adoptar tecnologías nuevas y emergentes para mantener la competitividad, pero también evaluar los posibles impactos negativos y asegurar que las innovaciones sean implementadas de manera segura y eficiente.

2. **Costos vs. Beneficios**: Es fundamental encontrar un equilibrio entre los costos de implementación y adquisición de tecnologías y los beneficios que estas pueden aportar a la organización. Esto asegura que las inversiones en TI sean rentables y contribuyan al valor estratégico de la empresa.

3. **Escalabilidad vs. Complejidad**: Un líder de TI debe gestionar la escalabilidad de los sistemas tecnológicos para satisfacer las necesidades actuales y futuras de la organización, sin que esto aumente innecesariamente la complejidad del sistema, lo que podría dificultar su mantenimiento y gestión.

4. **Rapidez de Implementación vs. Calidad**: Aunque es importante implementar soluciones rápid",22.17,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,open_ended,¿Qué diferencia establece el curso entre administración y gobernanza de TI?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué diferencia establece el curso entre administración y gobernanza de TI?

Da una respuesta completa y explicativa.","Se analizan como conceptos distintos, estudiando la gobernanza a través de arquetipos y mecanismos de la matriz de Weill.","En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, la diferencia entre administración y gobernanza de TI se centra en su enfoque y responsabilidad. La administración de TI se enfoca en la operación diaria, la planificación, la ejecución y el control de los recursos tecnológicos para alcanzar los objetivos del negocio. Por otro lado, la gobernanza de TI se centra en la dirección estratégica, la alignación de la tecnología con los objetivos de la organización, y la gestión de riesgos y políticas a nivel macro, asegurando que la tecnología contribuya al valor estratégico de la empresa.",15.86,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,open_ended,¿Qué modelos de tercerización de servicios se introducen en el contenido?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué modelos de tercerización de servicios se introducen en el contenido?

Da una respuesta completa y explicativa.","SaaS, IaaS y PaaS, junto con los factores críticos de éxito para su gestión.","En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, se introducen los siguientes modelos de tercerización de servicios:

1. **SaaS (Software as a Service)**:
   - **Descripción**: Modelos en los que el proveedor ofrece acceso a software a través de internet, eliminando la necesidad de licencias y reduciendo los costos de adquisición.
   - **Aplicación**: Ideal para empresas que requieren soluciones específicas sin invertir en desarrollo interno.

2. **IaaS (Infrastructure as a Service)**:
   - **Descripción**: Proveedores de infraestructura (como servidores y almacenamiento) que los clientes alquilan en la nube.
   - **Aplicación**: Útil para empresas que necesitan escalabilidad y reducción de costos en la gestión de infraestructura.

3. **PaaS (Platform as a Service)**:
   - **Descripción**: Ofrece plataformas para desarrollo y ejecución de aplicaciones, simplificando el desarrollo y mantenimiento.
   - **Aplicación**: Adecuado para equipos de desarrollo que necesitan enfoque en el código sin preocuparse por la infraestructura.

Estos modelos se estudian en el curso para ayudar a los estudiantes a comprender cómo tercerizar servicios de TI de manera eficiente y estratégica",22.17,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,open_ended,¿Cómo se utiliza la metodología de casos para fomentar el aprendizaje socio-constructivista?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se utiliza la metodología de casos para fomentar el aprendizaje socio-constructivista?

Da una respuesta completa y explicativa.","Mediante estudio individual, análisis grupal y sesiones plenarias de discusión sobre casos comprensivos.","En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, la metodología de casos se utiliza para fomentar el aprendizaje socio-constructivista de la siguiente manera:

1. **Análisis de Casos Complejos**: Se estudian casos que abarcan diferentes aspectos de la gestión de tecnología de información, como la planificación estratégica, la administración de proyectos, y la implementación de soluciones tecnológicas. Estos casos son seleccionados para que los estudiantes puedan explorar situaciones complejas y multidisciplinarias, lo que les permite comprender mejor los conceptos teóricos y su aplicación práctica.

2. **Participación Activa**: Los estudiantes trabajan en grupo, lo que fomenta la colaboración y el intercambio de ideas. Cada estudiante contribuye a la resolución del caso, lo que promueve un entorno de aprendizaje interactivo y colectivo.

3. **Enfoque Práctico**: Los casos se centran en problemas reales o situaciones hipotéticas que los estudiantes pueden enfrentar en su entorno profesional. Esto permite que los estudiantes apliquen los conceptos aprendidos en un contexto cercano a su experiencia laboral, facilitando la transferencia del conocimiento al ámbito profesional.

4. **Reflexión y Discus",22.09,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,open_ended,¿Qué herramientas pedagógicas deben elaborar los estudiantes para demostrar la asimilación semanal de la teoría?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué herramientas pedagógicas deben elaborar los estudiantes para demostrar la asimilación semanal de la teoría?

Da una respuesta completa y explicativa.","Mapas mentales, conceptuales, infografías o cuadros sinópticos basados en la bibliografía.","En el curso ""Gerencia de Tecnología de Información"" de la Maestría en Gerencia de Tecnologías de la Información, los estudiantes deben elaborar las siguientes herramientas pedagógicas para demostrar la asimilación semanal de la teoría:

1. **Mapas Mentales**: Estudiantes elaboran mapas mentales que resumen los conceptos clave de cada sesión, promoviendo una comprensión integral y visual de los temas.

2. **Mapas Conceptuales**: Se construyen diagramas que relacionan los conceptos entre sí, facilitando la comprensión de la estructura y jerarquía de los temas.

3. **Esquemas de Ideas**: Los estudiantes sintetizan la información en esquemas, organizando los conceptos de manera estructurada y jerárquica.

4. **Infografías**: Se diseñan infografías que presentan información visual y concisa, resaltando los puntos más importantes de la teoría.

5. **Cuadros Sinópticos**: Se preparan tablas y cuadros que comparan y contrastan diferentes modelos, marcos y conceptos tratados en clase.

6. **Resúmenes y Análisis de Artículos**: Los estudiantes escriben resúmenes y análisis críticos de artículos asignados, identificando las principales ideas y su relevancia para la",22.19,Gerencia de Tecnología de Información,MC1103,
deepseek-r1-14b-4bit,open_ended,¿Qué abarca la gestión de recursos financieros invertidos en TI?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué abarca la gestión de recursos financieros invertidos en TI?

Da una respuesta completa y explicativa.","La planificación, operación, control, evaluación y toma de decisiones fundamentadas en información financiera.","En el curso **Administración Financiera de Tecnologías de la Información** de la Maestría en Gerencia de Tecnologías de la Información, la gestión de recursos financieros invertidos en TI abarca varios aspectos clave:

1. **Planeación y Presupuesto**:
   - **Planeación**: Se enfoca en definir cómo los recursos financieros se asignarán para alcanzar los objetivos estratégicos de la organización en materia de tecnología de información.
   - **Presupuesto**: Incluye la asignación de fondos para proyectos y servicios de TI, considerando aspectos como la optimización de recursos y la gestión de riesgos.

2. **Evaluación y Control de Inversiones**:
   - **Evaluación**: Se realiza para determinar la efectividad y eficiencia de las inversiones en TI, asegurando que los proyectos y servicios generen los beneficios esperados.
   - **Control**: Implica monitorear el uso de los recursos financieros para garantizar que se cumplan los objetivos y que las inversiones estén alineadas con la estrategia de la organización.

3. **Gestión de Proyectos y Servicios**:
   - **Proyectos**: Se gestionan los recursos financieros para la implementación de proyectos de TI, asegurando que estén alineados con los objetivos estratégicos y que se optim",22.1,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,open_ended,¿Cuál es el objetivo final de aplicar finanzas a los proyectos y servicios de TI?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cuál es el objetivo final de aplicar finanzas a los proyectos y servicios de TI?

Da una respuesta completa y explicativa.",Optimizar los recursos asignados y gestionar los riesgos inherentes a las inversiones tecnológicas.,"En el curso **Administración Financiera de Tecnologías de la Información** de la Maestría en Gerencia de Tecnologías de la Información, el objetivo final de aplicar finanzas a los proyectos y servicios de TI es **garantizar que las inversiones en tecnología sean optimizadas para lograr los beneficios esperados, considerando aspectos como la planificación, operación, control, evaluación y toma de decisiones basadas en información financiera**. Esto permite que las organizaciones maximicen el valor de sus inversiones en TI, gestionen los riesgos asociados y alinee las tecnologías con los objetivos estratégicos de la empresa.",15.54,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,open_ended,¿Qué áreas de la contabilidad se estudian para respaldar la operación técnica?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué áreas de la contabilidad se estudian para respaldar la operación técnica?

Da una respuesta completa y explicativa.","Contabilidad financiera (activos, pasivos, capital), análisis financiero (razones financieras) y contabilidad de costos.","En el curso **Administración Financiera de Tecnologías de la Información** de la Maestría en Gerencia de Tecnologías de la Información, se estudian las siguientes áreas de la contabilidad para respaldar la operación técnica:

1. **Contabilidad Financiera**:
   - Conceptos y tipos de contabilidad.
   - Ciclo contable y estados financieros principales (balance general, estado de resultados, estado de flujos de efectivo).
   - Registro contable de la operación de Tecnologías de la Información (TI).

2. **Análisis Financiero**:
   - Análisis porcentual de estados financieros.
   - Razones financieras clave para evaluar la solvencia y liquidez de la organización.
   - Análisis financiero de la operación de TI, incluyendo la evaluación de proyectos y servicios de tecnología.

3. **Contabilidad de Costos**:
   - Sistema de costeo para productos y servicios.
   - Elementos de costeo en la operación de TI, como la asignación de costos a proyectos específicos.
   - Uso de sistemas de costos en la planificación y control de gastos tecnológicos.

4. **Presupuestos**:
   - Metodologías para la elaboración de presupuestos.
   - Presupuestos para la operación de TI, incluy",22.24,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,open_ended,¿Cómo se integra el presupuesto en la administración de la función de información?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Cómo se integra el presupuesto en la administración de la función de información?

Da una respuesta completa y explicativa.",Mediante el estudio de metodologías de elaboración presupuestaria específicas para la operación de TI.,"En el curso **Administración Financiera de Tecnologías de la Información** de la Maestría en Gerencia de Tecnologías de la Información, el presupuesto se integra en la administración de la función de información de la siguiente manera:

1. **Planeación y Alineación con Estrategias**:
   - El presupuesto se utiliza para alinear los gastos tecnológicos con las estrategias y objetivos de la organización. Esto implica identificar los proyectos y servicios de TI que contribuirán al logro de los objetivos empresariales.

2. **Gestión de Portafolios y Proyectos**:
   - Se evalúan los proyectos de TI para determinar su prioridad y asignación de recursos. Esto asegura que los proyectos con mayor impacto y beneficio sean priorizados.

3. **Costos y Evaluación Financiera**:
   - Se analizan los costos asociados a los proyectos, incluyendo adquisición de licencias, contratación de servicios, y mantenimiento. Se realizan análisis de costo-beneficio para evaluar la viabilidad financiera de los proyectos.

4. **Planeación de Gastos y Recursos**:
   - Se establece un plan de gastos detallado, considerando los costos operativos y de capital. Esto incluye la planificación de presupuestos para diferentes años y la",22.08,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,open_ended,¿Qué estándares internacionales se referencian para la gestión de costos?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Qué estándares internacionales se referencian para la gestión de costos?

Da una respuesta completa y explicativa.",El dominio APO06 de COBIT 5.0 y los procesos de estrategia de servicios de ITIL 2011.,"En el curso **Administración Financiera de Tecnologías de la Información** de la Maestría en Gerencia de Tecnologías de la Información, se mencionan los siguientes estándares internacionales para la gestión de costos:

1. **COBIT 5.0 (Control Objectives for Information and Technology)**  
   - Este marco establece directrices para la gobernanza y gestión de la información tecnológica, incluyendo la planificación y control de costos.

2. **ITIL (Information Technology Infrastructure Library)**  
   - Se refiere a la gestión de servicios de TI, incluyendo la planificación y ejecución de proyectos, y la asignación de recursos y costos.

Estos estándares se integran en el curso para proporcionar una base sólida en la planificación, operación, control y evaluación de costos en proyectos y servicios de tecnología de la información.",17.84,Administración Financiera de TI,MC1201,
deepseek-r1-14b-4bit,open_ended,¿En qué tipo de actividades se concentra la evaluación del curso?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿En qué tipo de actividades se concentra la evaluación del curso?

Da una respuesta completa y explicativa.","En exámenes parciales, investigación bibliográfica, comprobaciones de lectura y trabajo en clase.","La evaluación del curso ""Administración Financiera de Tecnologías de la Información"" en la Maestría en Gerencia de Tecnologías de la Información se concentra en actividades que integran tanto el conocimiento teórico como la aplicación práctica. Estas actividades buscan evaluar la comprensión del estudiante sobre la gestión financiera de proyectos y servicios de tecnología de la información, así como su capacidad para aplicar los conceptos aprendidos en casos reales.

Las actividades específicas de evaluación incluyen:

1. **Investigación Práctica Aplicada**: Esto implica la realización de proyectos que requieren el análisis financiero de proyectos de tecnología de la información, la formulación de presupuestos, la evaluación de costos y beneficios, y la presentación de resultados. Este componente busca evaluar la capacidad del estudiante para aplicar los conceptos teóricos en situaciones prácticas.

2. **Exámenes Parciales**: Estos exámenes evalúan la comprensión de los conceptos clave como la planificación financiera, el análisis de costos, la evaluación de proyectos y la gestión de presupuestos. Son herramientas para asegurar que el estudiante haya asimilado la teoría y pueda aplicarla en diferentes escenarios.

3. **Tareas y Ejercicios**: Las tareas semanales y los ej",22.22,Administración Financiera de TI,MC1201,
